Name,Set,Type,Numbered,Team
Brendan Shanahan,1998-99 Pacific Omega Prism #9,Insert,,Red Wings
Martin Brodeur,1998-99 Pacific Paramount Glove Side Laser Cuts #10,Insert,,Devils
Tom Barrasso,1998-99 Pacific Paramount Glove Side Laser Cuts #16,Insert,,Penguins
Teemu Selanne,1998-99 Pacific Paramount Hall of Fame Bound #1,Insert,,Mighty Ducks
Jaromir Jagr,1998-99 Pacific Paramount Hall of Fame Bound #9,Insert,,Penguins
Garth Snow,1998-99 Pacific Paramount Holo-Electric #240,Parallel,37/99,Canucks
Teemu Selanne,1998-99 Pacific Paramount Team Checklist #1,Insert,,Mighty Ducks
Theoren Fleury,1998-99 Pacific Paramount Team Checklist #4,Insert,,Flames
Patrick Roy,1998-99 Pacific Paramount Team Checklist #7,Insert,,Avalanche
Dominik Hasek,1998-99 Pacific Red #39,Parallel,,Sabres
Minnesota Wild,1998-99 Pacific Team Checklist #29,Insert,,Wild
Paul Kariya,1998-99 Pacific Team Checklists #1,Insert,,Mighty Ducks
Brett Hull,1998-99 Revolution #121,Base,,Blues
Paul Kariya,1998-99 Revolution All-Star Game #13,Insert,,Mighty Ducks
Paul Kariya,1998-99 Revolution Chalk Talk Laser Cuts #1,Insert,,Mighty Ducks
Peter Forsberg,1998-99 Revolution Chalk Talk Laser Cuts #4,Insert,,Avalanche
Mike Modano,1998-99 Revolution Chalk Talk Laser Cuts #7,Insert,,Stars
Brendan Shanahan,1998-99 Revolution Chalk Talk Laser Cuts #9,Insert,,Red Wings
Garth Snow,1998-99 Revolution Ice Shadow #145,Parallel,69/99,Canucks
Tony Amonte,1998-99 Revolution Ice Shadow #28,Parallel,03/99,Blackhawks
Owen Nolan,1998-99 Revolution Red #128,Parallel,045/299,Sharks
Martin Brodeur,1998-99 Revolution Three-Pronged Attack Parallel #15,Insert,114/199,Devils
Mike Modano,1998-99 SP Authentic Stat Masters #SO14,Insert,207/650,Stars
Teemu Selanne,1998-99 SPx Finite #104,Base,2425/6950,Mighty Ducks
Theoren Fleury,1998-99 SPx Finite #107,Base,3808/6950,Flames
Doug Weight,1998-99 SPx Finite #113,Base,1758/6950,Oilers
Theoren Fleury,1998-99 SPx Finite #12,Base,4504/9500,Flames
Chris Chelios,1998-99 SPx Finite #120,Base,1511/6950,Blackhawks
Paul Kariya,1998-99 SPx Finite #153,Base,2411/2625,Mighty Ducks
Mats Sundin,1998-99 SPx Finite #162,Base,0591/2625,Maple Leafs
Brendan Shanahan,1998-99 SPx Finite #32,Base,5609/9500,Red Wings
Nicklas Lidstrom,1998-99 SPx Finite #33,Base,8961/9500,Red Wings
Doug Weight,1998-99 SPx Finite #34,Base,8307/9500,Oilers
Bill Guerin,1998-99 SPx Finite #36,Base,4435/9500,Oilers
Mark Recchi,1998-99 SPx Finite #43,Base,6796/9500,Canadiens
Marian Hossa,1998-99 SPx Finite #58,Base,3201/9500,Senators
Keith Tkachuk,1998-99 SPx Finite #64,Base,4258/9500,Coyotes
Mats Sundin,1998-99 SPx Finite #82,Base,6425/9500,Maple Leafs
Peter Bondra,1998-99 SPx Finite #87,Base,4046/9500,Capitals
Brendan Shanahan,1998-99 SPx Finite #96,Base,3263/6950,Red Wings
Eric Lindros,1998-99 SPx Finite Radiance #100,Parallel,1720/3475,Flyers
Teemu Selanne,1998-99 SPx Finite Radiance #104,Parallel,2081/3475,Mighty Ducks
Theoren Fleury,1998-99 SPx Finite Radiance #107,Parallel,1295/3475,Flames
Zigmund Palffy,1998-99 SPx Finite Radiance #114,Parallel,2049/3475,Islanders
Paul Kariya,1998-99 SPx Finite Radiance #116,Parallel,0135/3475,Mighty Ducks
Mats Sundin,1998-99 SPx Finite Radiance #118,Parallel,0326/3475,Maple Leafs
Theoren Fleury,1998-99 SPx Finite Radiance #12,Parallel,2044/4750,Flames
Chris Chelios,1998-99 SPx Finite Radiance #120,Parallel,3238/3475,Blackhawks
Tony Amonte,1998-99 SPx Finite Radiance #18,Parallel,3678/4750,Blackhawks
Joe Sakic,1998-99 SPx Finite Radiance #22,Parallel,1993/4750,Avalanche
Joe Nieuwendyk,1998-99 SPx Finite Radiance #26,Parallel,3378/4750,Stars
Bill Guerin,1998-99 SPx Finite Radiance #36,Parallel,4210/4750,Oilers
Rob Blake,1998-99 SPx Finite Radiance #42,Parallel,4695/4750,Kings
Alexei Yashin,1998-99 SPx Finite Radiance #57,Parallel,0218/4750,Senators
Marian Hossa,1998-99 SPx Finite Radiance #58,Parallel,2021/4750,Senators
John LeClair,1998-99 SPx Finite Radiance #60,Parallel,3678/4750,Flyers
Keith Tkachuk,1998-99 SPx Finite Radiance #64,Parallel,3013/4750,Coyotes
Nikolai Khabibulin,1998-99 SPx Finite Radiance #66,Parallel,2677/4750,Coyotes
Pierre Turgeon,1998-99 SPx Finite Radiance #74,Parallel,0899/4750,Blues
Chris Pronger,1998-99 SPx Finite Radiance #75,Parallel,2474/4750,Blues
Pavel Bure,1998-99 SPx Finite Radiance #91,Parallel,1576/3475,Canucks
Brett Hull,1998-99 SPx Finite Radiance #97,Parallel,1558/3475,Blues
Chris Chelios,1998-99 Spx Finite Spectrum #120,Parallel,223/225,Blackhawks
Patrick Roy,1998-99 Spx Top Prospects Lasting Impressions #L23,Insert,,Avalanche
Joe Thornton,1998-99 SPx Top Prospects Radiance #5,Parallel,018/100,Bruins
John LeClair,1998-99 Topps Autograph #A3,Autograph,,Flyers
Scott Stevens,1998-99 Topps Gold Label Class 1 #100,Base,,Devils
Eric Lindros,1998-99 Topps Gold Label Class 1 #13,Base,,Flyers
Mike Modano,1998-99 Topps Gold Label Class 1 #2,Base,,Stars
Peter Forsberg,1998-99 Topps Gold Label Class 1 #21,Base,,Avalanche
Ed Belfour,1998-99 Topps Gold Label Class 1 #24,Base,,Stars
Sergei Fedorov,1998-99 Topps Gold Label Class 1 #31,Base,,Red Wings
Jarome Iginla,1998-99 Topps Gold Label Class 1 #35,Base,,Flames
Paul Kariya,1998-99 Topps Gold Label Class 1 #51,Base,,Mighty Ducks
Mats Sundin,1998-99 Topps Gold Label Class 1 #53,Base,,Maple Leafs
Joe Sakic,1998-99 Topps Gold Label Class 1 #65,Base,,Avalanche
Teemu Selanne,1998-99 Topps Gold Label Class 1 #7,Base,,Mighty Ducks
Brett Hull,1998-99 Topps Gold Label Class 1 #92,Base,,Stars
Paul Kariya,1998-99 Topps Gold Label Class 2 #51,Parallel,,Mighty Ducks
Alexander Mogilny,1998-99 Topps Gold Label Class 2 #62,Parallel,,Canucks
Daniel Alfredsson,1998-99 Topps Gold Label Class 3 #69,Base,,Senators
Paul Kariya,1998-99 Topps Ice Age 2000 #I1,Insert,,Mighty Ducks
Teemu Selanne,1998-99 Topps Mystery Finest Refractor Bronze #M1,Insert,,Mighty Ducks
Keith Tkachuk,1998-99 Topps Mystery Finest Refractor Bronze #M13,Insert,,Coyotes
Nicklas Lidstrom,1998-99 Topps Mystery Finest Refractor Bronze #M15,Insert,,Red Wings
Chris Chelios,1998-99 Topps Mystery Finest Refractor Bronze #M17,Insert,,Blackhawks
Mark Messier,1998-99 Topps Mystery Finest Refractor Bronze #M19,Insert,,Canucks
Mike Modano,1998-99 Topps Mystery Finest Refractor Bronze #M5,Insert,,Stars
Teemu Selanne,1998-99 Topps Mystery Finest Refractor Gold #M1,Insert,,Mighty Ducks
Keith Tkachuk,1998-99 Topps Mystery Finest Refractor Silver #M13,Insert,,Coyotes
Joe Sakic,1998-99 Topps Mystery Finest Refractor Silver #M20,Insert,,Avalanche
Patrick Marleau,1998-99 Topps Seasons Best #SB10,Insert,,Sharks
Teemu Selanne,1998-99 Topps Seasons Best #SB13,Insert,,Mighty Ducks
Peter Bondra,1998-99 Topps Seasons Best #SB14,Insert,,Capitals
John LeClair,1998-99 Topps Seasons Best #SB16,Insert,,Flyers
Zigmund Palffy,1998-99 Topps Seasons Best #SB17,Insert,,Islanders
Keith Tkachuk,1998-99 Topps Seasons Best #SB18,Insert,,Coyotes
Martin Brodeur,1998-99 Topps Seasons Best #SB2,Insert,,Devils
Peter Forsberg,1998-99 Topps Seasons Best #SB21,Insert,,Avalanche
Ron Francis,1998-99 Topps Seasons Best #SB22,Insert,,Penguins
Adam Oates,1998-99 Topps Seasons Best #SB23,Insert,,Capitals
Chris Pronger,1998-99 Topps Seasons Best #SB25,Insert,,Blues
John LeClair,1998-99 Topps Seasons Best #SB28,Insert,,Flyers
Jeff Hackett,1998-99 Topps Seasons Best #SB5,Insert,,Blackhawks
Tom Barrasso,1998-99 Topps Seasons Best #SB6,Insert,,Penguins
Patrick Roy,1998-99 Topps Seasons Best #SB9,Insert,,Devils
Brendan Shanahan,1998-99 Upper Deck Black Diamond Double Diamond #33,Parallel,1174/2000,Red Wings
Keith Tkachuk,1998-99 Upper Deck Black Diamond Double Diamond #66,Parallel,1868/2000,Coyotes
Teemu Selanne,1998-99 Upper Deck Black Diamond Myriad #M7,Insert,0241/1500,Mighty Ducks
Jarome Iginla,1998-99 Upper Deck Black Diamond Triple Diamond #12,Parallel,0652/1000,Flames
Theoren Fleury,1998-99 Upper Deck Black Diamond Triple Diamond #13,Parallel,0608/1000,Flames
Vincent Damphousse,1998-99 Upper Deck Black Diamond Triple Diamond #43,Parallel,0985/1000,Canadiens
Wade Redden,1998-99 Upper Deck Black Diamond Triple Diamond #60,Parallel,0135/1000,Senators
Wendel Clark,1998-99 Upper Deck Black Diamond Triple Diamond #79,Parallel,0143/1000,Lightning
Jeremy Roenick,1998-99 Upper Deck Fantastic Finishers #FF22,Insert,,Coyotes
Zigmund Palffy,1998-99 Upper Deck Fantastic Finishers Quantum Die-Cut #FF10,Insert,0535/1500,Islanders
Eric Lindros,1998-99 Upper Deck Fantastic Finishers Quantum Die-Cut #FF11,Insert,0844/1500,Flyers
Patrik Elias,1998-99 Upper Deck Fantastic Finishers Quantum Die-Cut #FF15,Insert,0671/1500,Devils
Jeremy Roenick,1998-99 Upper Deck Fantastic Finishers Quantum Die-Cut #FF22,Insert,0879/1500,Coyotes
Paul Kariya,1998-99 Upper Deck Fantastic Finishers Quantum Die-Cut #FF8,Insert,0156/1500,Mighty Ducks
Teemu Selanne,1998-99 Upper Deck Frozen in Time Quantum Die-Cut #FT28,Insert,0608/1000,Mighty Ducks
Paul Kariya,1998-99 Upper Deck Frozen in Time Quantum Die-Cut #FT6,Insert,0239/1000,Mighty Ducks
Martin St. Louis,1998-99 Upper Deck Gold Reserve #234,Parallel,,Flames
Mark Messier,1998-99 Upper Deck Lord Stanleys Heroes #LS11,Insert,,Canucks
Paul Kariya,1998-99 Upper Deck Lord Stanleys Heroes #LS17,Insert,,Mighty Ducks
Joe Sakic,1998-99 Upper Deck Lord Stanleys Heroes #LS2,Insert,,Avalanche
Brendan Shanahan,1998-99 Upper Deck Lord Stanleys Heroes #LS4,Insert,,Red Wings
Mark Messier,1998-99 Upper Deck Lord Stanleys Heroes Quantum Die-Cut #LS11,Insert,0059/2000,Canucks
Keith Tkachuk,1998-99 Upper Deck Lord Stanleys Heroes Quantum Die-Cut #LS21,Insert,1450/2000,Coyotes
Patrick Roy,1998-99 Upper Deck MVP OT Heroes #OT2,Insert,,Avalanche
Mark Messier,1998-99 Upper Deck MVP Power Game #PG07,Insert,,Canucks
Jeremy Roenick,1998-99 Upper Deck MVP Power Game #PG15,Insert,,Coyotes
Peter Forsberg,1998-99 Upper Deck MVP Power Game #PG9,Insert,,Avalanche
Mike Modano,1998-99 Upper Deck MVP Power Game #PGO4,Insert,,Stars
Paul Kariya,1998-99 Upper Deck MVP Silver Script #1,Parallel,,Mighty Ducks
Mats Sundin,1998-99 Upper Deck MVP Silver Script #195,Parallel,,Maple Leafs
Mark Messier,1998-99 Upper Deck MVP Silver Script #201,Parallel,,Canucks
Peter Forsberg,1998-99 Upper Deck MVP Silver Script #51,Parallel,,Avalanche
Patrick Roy,1998-99 Upper Deck MVP Silver Script #52,Parallel,,Avalanche
Vincent Lecavalier,1998-99 Upper Deck MVP Snipers #S01,Insert,,Lightning
Peter Forsberg,1998-99 Upper Deck MVP Snipers #S05,Insert,,Avalanche
Eric Lindros,1998-99 Upper Deck MVP Snipers #S07,Insert,,Flyers
Teemu Selanne,1998-99 Upper Deck MVP Snipers #SO4,Insert,,Mighty Ducks
Paul Kariya,1998-99 Upper Deck MVP Snipers #SO6,Insert,,Mighty Ducks
Wayne Gretzky,1998-99 Upper Deck MVP Special Forces #F12,Insert,,Rangers
Joe Sakic,1998-99 Upper Deck MVP Special Forces #F15,Insert,,Avalanche
Brett Hull,1998-99 Upper Deck MVP Special Forces #FO1,Insert,,Stars
Paul Kariya,1998-99 Upper Deck MVP Special Forces #FO6,Insert,,Mighty Ducks
Patrick Roy,1998-99 Upper Deck Profiles #P24,Insert,,Avalanche
Theoren Fleury,1998-99 Upper Deck Profiles #P27,Insert,,Flames
Martin Brodeur,1998-99 Upper Deck Profiles Quantum #P6,Insert,0599/1500,Devils
Daniel Alfredsson,1998-99 Upper Deck UD Choice Choice Reserve #144,Parallel,,Senators
Jeremy Roenick,1998-99 Upper Deck UD Choice Choice Reserve #158,Parallel,,Coyotes
Pierre Turgeon,1998-99 Upper Deck UD Choice Choice Reserve #184,Parallel,,Blues
Paul Kariya,1998-99 Upper Deck UD Choice Choice Reserve #224,Parallel,,Mighty Ducks
Peter Forsberg,1998-99 Upper Deck UD Choice Choice Reserve #229,Parallel,,Avalanche
Dominik Hasek,1998-99 Upper Deck UD Choice Choice Reserve #244,Parallel,,Sabres
Pavel Bure,1998-99 Upper Deck UD Choice Mini Bobbing Heads #BH30,Insert,,Canucks
Joe Sakic,1998-99 Upper Deck UD Choice StarQuest Blue #SQ11,Insert,,Avalanche
Jaromir Jagr,1998-99 Upper Deck UD Choice StarQuest Blue #SQ16,Insert,,Penguins
Steve Yzerman,1998-99 Upper Deck UD Choice StarQuest Blue #SQ18,Insert,,Red Wings
Martin Brodeur,1998-99 Upper Deck UD Choice StarQuest Blue #SQ23,Insert,,Devils
Eric Lindros,1998-99 Upper Deck UD Choice StarQuest Blue #SQ28,Insert,,Flyers
Patrick Roy,1998-99 Upper Deck UD Choice StarQuest Blue #SQ3,Insert,,Avalanche
Wayne Gretzky,1998-99 Upper Deck UD Choice Starquest Green #SQ1,Insert,,Rangers
Ed Belfour,1998-99 Upper Deck UD Choice Starquest Green #SQ17,Insert,,Stars
Mats Sundin,1998-99 Upper Deck UD Choice Starquest Green #SQ19,Insert,,Maple Leafs
Peter Forsberg,1998-99 Upper Deck UD Choice Starquest Green #SQ20,Insert,,Avalanche
Ray Bourque,1998-99 Upper Deck UD Choice Starquest Green #SQ21,Insert,,Bruins
Brett Hull,1998-99 Upper Deck UD Choice Starquest Green #SQ22,Insert,,Blues
Paul Kariya,1998-99 Upper Deck UD Choice Starquest Green #SQ25,Insert,,Mighty Ducks
Eric Lindros,1998-99 Upper Deck UD Choice Starquest Green #SQ28,Insert,,Flyers
Mark Messier,1998-99 Upper Deck UD Choice Starquest Green #SQ29,Insert,,Canucks
Keith Tkachuk,1998-99 Upper Deck UD Choice Starquest Green #SQ30,Insert,,Coyotes
Teemu Selanne,1998-99 Upper Deck UD Choice Starquest Green #SQ5,Insert,,Mighty Ducks
Peter Bondra,1998-99 Upper Deck UD Choice StarQuest Red #SQ14,Insert,,Capitals
Paul Kariya,1998-99 Upper Deck UD Choice StarQuest Red #SQ25,Insert,,Mighty Ducks
Eric Lindros,1998-99 Upper Deck UD Choice StarQuest Red #SQ28,Insert,,Flyers
Mark Messier,1998-99 Upper Deck UD3 Die-Cut #53,Parallel,0383/1000,Canucks
Paul Kariya,1998-99 Upper Deck UD3 Die-Cut #94,Parallel,0810/1000,Mighty Ducks
Martin Brodeur,1998-99 Upper Deck UD3 Die-Cut #96,Parallel,0962/1000,Devils
Teemu Selanne,1999-00 BAP Memorabilia All-Star Jersey #J-03,Game Used,,Mighty Ducks
Scott Niedermayer,1999-00 BAP Memorabilia Gold #113,Parallel,043/100,Devils
Jeremy Roenick,1999-00 BAP Memorabilia Heritage Red #H-03,Insert,0647/1000,Coyotes
Nikolai Khabibulin,1999-00 BAP Memorabilia Silver #100,Parallel,0912/1000,Coyotes
Eric Lindros,1999-00 BAP Memorabilia Silver #167,Parallel,0260/1000,Flyers
Joe Nieuwendyk,1999-00 BAP Memorabilia Silver #197,Parallel,0750/1000,Stars
Mike Modano,1999-00 BAP Memorabilia Silver #217,Parallel,0261/1000,Stars
Peter Forsberg,1999-00 BAP Memorabilia Silver #259,Parallel,0718/1000,Avalanche
Sergei Samsonov,1999-00 BAP Memorabilia Silver #280,Parallel,0653/1000,Bruins
Chris Chelios,1999-00 BAP Memorabilia Silver #30,Parallel,0693/1000,Red Wings
Mike Vernon,1999-00 BAP Memorabilia Silver #323,Parallel,0852/1000,Panthers
Ray Bourque,1999-00 BAP Memorabilia Silver #38,Parallel,0929/1000,Bruins
Martin Brodeur,1999-00 BAP Memorabilia Silver #61,Parallel,0557/1000,Devils
Chris Pronger,1999-00 BAP Memorabilia Silver #89,Parallel,0505/1000,Blues
Eric Lindros,1999-00 BAP Millennium Pearson #P4,Insert,253/300,Flyers
Sergei Fedorov,1999-00 BAP Millennium Pearson #P5,Insert,091/300,Red Wings
Mark Messier,1999-00 BAP Millennium Pearson #P6,Insert,101/300,Oilers
Steve Yzerman,1999-00 BAP Millennium Pearson #P8,Insert,128/300,Red Wings
Dominik Hasek,1999-00 BAP Millennium Signature Series Players of the Decade #D-4,Insert,0401/1000,Sabres
Eric Lindros,1999-00 BAP Millennium Signature Series Players of the Decade #D-6,Insert,0574/1000,Flyers
Tommy Salo,1999-00 BAP Millennium Signature Series Ruby #103,Parallel,789/1000,Oilers
Rob Niedermayer,1999-00 BAP Millennium Signature Series Ruby #107,Parallel,249/1000,Panthers
Patrik Stefan,1999-00 BAP Millennium Signature Series Ruby #12,Parallel,665/1000,Thrashers
Zigmund Palffy,1999-00 BAP Millennium Signature Series Ruby #120,Parallel,298/1000,Kings
Theoren Fleury,1999-00 BAP Millennium Signature Series Ruby #160,Parallel,628/1000,Rangers
Marian Hossa,1999-00 BAP Millennium Signature Series Ruby #170,Parallel,892/1000,Senators
Eric Lindros,1999-00 BAP Millennium Signature Series Ruby #178,Parallel,933/1000,Flyers
Keith Tkachuk,1999-00 BAP Millennium Signature Series Ruby #188,Parallel,963/1000,Coyotes
Jeremy Roenick,1999-00 BAP Millennium Signature Series Ruby #190,Parallel,927/1000,Coyotes
Nikolai Khabibulin,1999-00 BAP Millennium Signature Series Ruby #191,Parallel,567/1000,Coyotes
Chris Pronger,1999-00 BAP Millennium Signature Series Ruby #202,Parallel,459/1000,Blues
Pierre Turgeon,1999-00 BAP Millennium Signature Series Ruby #205,Parallel,743/1000,Blues
Vincent Lecavalier,1999-00 BAP Millennium Signature Series Ruby #220,Parallel,632/1000,Lightning
Adam Oates,1999-00 BAP Millennium Signature Series Ruby #248,Parallel,768/1000,Capitals
Jarome Iginla,1999-00 BAP Millennium Signature Series Ruby #39,Parallel,835/1000,Flames
Keith Primeau,1999-00 BAP Millennium Signature Series Ruby #48,Parallel,838/1000,Hurricanes
Gary Roberts,1999-00 BAP Millennium Signature Series Ruby #53,Parallel,478/1000,Hurricanes
Milan Hejduk,1999-00 BAP Millennium Signature Series Ruby #70,Parallel,767/1000,Avalanche
Mike Modano,1999-00 BAP Millennium Signature Series Ruby #76,Parallel,294/1000,Stars
Joe Nieuwendyk,1999-00 BAP Millennium Signature Series Ruby #78,Parallel,608/1000,Stars
Ed Belfour,1999-00 BAP Millennium Signature Series Ruby #79,Parallel,360/1000,Stars
Jere Lehtinen,1999-00 BAP Millennium Signature Series Ruby #81,Parallel,630/1000,Stars
Sergei Fedorov,1999-00 BAP Millennium Signature Series Ruby #89,Parallel,120/1000,Red Wings
Doug Weight,1999-00 BAP Millennium Signature Series Ruby #96,Parallel,269/1000,Oilers
Bill Guerin,1999-00 BAP Millennium Signature Series Ruby #97,Parallel,484/1000,Oilers
Wayne Gretzky,1999-00 McDonald�s Upper Deck Gretzky Performance for the Record #1,Insert,,Rangers
Wayne Gretzky,1999-00 McDonald�s Upper Deck Gretzky Performance for the Record #10,Insert,,Rangers
Wayne Gretzky,1999-00 McDonald�s Upper Deck Gretzky Performance for the Record #11,Insert,,Oilers
Wayne Gretzky,1999-00 McDonald�s Upper Deck Gretzky Performance for the Record #12,Insert,,Rangers
Wayne Gretzky,1999-00 McDonald�s Upper Deck Gretzky Performance for the Record #13,Insert,,Rangers
Wayne Gretzky,1999-00 McDonald�s Upper Deck Gretzky Performance for the Record #14,Insert,,Oilers
Wayne Gretzky,1999-00 McDonald�s Upper Deck Gretzky Performance for the Record #15,Insert,,Oilers
Wayne Gretzky,1999-00 McDonald�s Upper Deck Gretzky Performance for the Record #2,Insert,,Oilers
Wayne Gretzky,1999-00 McDonald�s Upper Deck Gretzky Performance for the Record #5,Insert,,Rangers
Wayne Gretzky,1999-00 McDonald�s Upper Deck Gretzky Performance for the Record #6,Insert,,Rangers
Wayne Gretzky,1999-00 McDonald�s Upper Deck Gretzky Performance for the Record #8,Insert,,Rangers
Wayne Gretzky,1999-00 McDonald�s Upper Deck Gretzky Performance for the Record #9,Insert,,Oilers
Paul Kariya,1999-00 Pacific Aurora Canvas Creations #1,Insert,,Mighty Ducks
Mike Modano,1999-00 Pacific Aurora Championship Fever #11,Insert,,Stars
Ray Bourque,1999-00 Pacific Aurora Championship Fever #3,Insert,,Bruins
Paul Kariya,1999-00 Pacific Aurora Complete Players #1,Insert,172/299,Mighty Ducks
Teemu Selanne,1999-00 Pacific Aurora Complete Players #2,Insert,180/299,Mighty Ducks
Paul Kariya,1999-00 Pacific Aurora Complete Players Retail #1,Insert,293/299,Mighty Ducks
Garth Snow,1999-00 Pacific Aurora Premiere Date #145,Parallel,59/60,Canucks
Adam Oates,1999-00 Pacific Aurora Premiere Date #150,Parallel,37/60,Capitals
Paul Kariya,1999-00 Pacific Center Ice #1,Insert,,Mighty Ducks
Jaromir Jagr,1999-00 Pacific Center Ice #17,Insert,,Penguins
Teemu Selanne,1999-00 Pacific Center Ice #2,Insert,,Mighty Ducks
Jarome Iginla,1999-00 Pacific Center Ice #4,Insert,,Flames
Theoren Fleury,1999-00 Pacific Center Ice #5,Insert,,Avalanche
Peter Forsberg,1999-00 Pacific Center Ice #6,Insert,,Avalanche
Dominik Hasek,1999-00 Pacific Crown Royale International Glory #3,Insert,,Sabres
Garth Snow,1999-00 Pacific Crown Royale Limited Series #140,Parallel,97/99,Canucks
Paul Kariya,1999-00 Pacific Dynagon Ice Gold #10,Parallel,088/199,Mighty Ducks
Teemu Selanne,1999-00 Pacific Dynagon Ice Lamplighters #2,Insert,,Mighty Ducks
Teemu Selanne,1999-00 Pacific Dynagon Ice Lords of the Rink #2,Insert,,Mighty Ducks
Steve Rucchin,1999-00 Pacific Gold #13,Parallel,140/199,Mighty Ducks
Luc Robitaille,1999-00 Pacific Gold #196,Parallel,198/199,Kings
Al MacInnis,1999-00 Pacific Gold #358,Parallel,195/199,Blues
Patrick Roy,1999-00 Pacific Gold Crown Die-Cuts #11,Insert,,Avalanche
Joe Sakic,1999-00 Pacific Gold Crown Die-Cuts #12,Insert,,Avalanche
Teemu Selanne,1999-00 Pacific Gold Crown Die-Cuts #2,Insert,,Mighty Ducks
Jaromir Jagr,1999-00 Pacific Gold Crown Die-Cuts #31,Insert,,Penguins
Peter Forsberg,1999-00 Pacific Gold Crown Die-Cuts #9,Insert,,Avalanche
Jeff Hackett,1999-00 Pacific Ice Blue #203,Parallel,51/75,Canadiens
Garth Snow,1999-00 Pacific Ice Blue #433,Parallel,47/75,Canucks
Paul Kariya,1999-00 Pacific Omega 3-Star Talents #13,Insert,,Mighty Ducks
Marian Hossa,1999-00 Pacific Omega 5-Star Talents #17,Insert,,Senators
Mike Modano,1999-00 Pacific Omega 5-Star Talents #20,Insert,,Stars
